dateVector,songs,headlines
"
Jun
19
2015

",All You Had To Do Was Stay," Lanxess Arena, Cologne, Germany"
"
Jun
19
2015

",You Are In Love," Lanxess Arena, Cologne, Germany"
"
Jun
19
2015

",Clean," Lanxess Arena, Cologne, Germany"
"
Jun
19
2015

",Love Story," Lanxess Arena, Cologne, Germany"
"
Jun
19
2015

",Style," Lanxess Arena, Cologne, Germany"
"
Jun
19
2015

",This Love," Lanxess Arena, Cologne, Germany"
"
Jun
19
2015

",Bad Blood," Lanxess Arena, Cologne, Germany"
"
Jun
19
2015

",We Are Never Ever Getting Back Together," Lanxess Arena, Cologne, Germany"
"
Jun
19
2015

",Wildest Dreams," Lanxess Arena, Cologne, Germany"
"
Jun
19
2015

",Out Of The Woods," Lanxess Arena, Cologne, Germany"
"
Jun
19
2015

",Shake It Off," Lanxess Arena, Cologne, Germany"
"
Jun
13
2015

",Welcome To New York," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
13
2015

",New Romantics," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
13
2015

",Blank Space," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
13
2015

",I Knew You Were Trouble," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
13
2015

",I Wish You Would," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
13
2015

",How You Get The Girl," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
13
2015

",I Know Places," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
13
2015

",All You Had To Do Was Stay," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
13
2015

",Fight Song," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
13
2015

",You Are In Love," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
13
2015

",Clean," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
13
2015

",Love Story," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
13
2015

",Style," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
13
2015

",This Love," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
13
2015

",Bad Blood," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
13
2015

",We Are Never Ever Getting Back Together," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
13
2015

",Wildest Dreams," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
13
2015

",Out Of The Woods," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
13
2015

",Shake It Off," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
12
2015

",Welcome To New York," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
12
2015

",New Romantics," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
12
2015

",Blank Space," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
12
2015

",I Knew You Were Trouble," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
12
2015

",I Wish You Would," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
12
2015

",How You Get The Girl," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
12
2015

",I Know Places," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
12
2015

",All You Had To Do Was Stay," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
12
2015

",Cool Kids," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
12
2015

",You Are In Love," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
12
2015

",Clean," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
12
2015

",Love Story," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
12
2015

",This Love," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
12
2015

",Style," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
12
2015

",Bad Blood," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
12
2015

",We Are Never Ever Getting Back Together," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
12
2015

",Wildest Dreams," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
12
2015

",Out Of The Woods," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
12
2015

",Shake It Off," Lincoln Financial Field, Philadelphia, PA, USA"
"
Jun
9
2015

",Welcome To New York," PNC Arena, Raleigh, NC, USA"
"
Jun
9
2015

",New Romantics," PNC Arena, Raleigh, NC, USA"
"
Jun
9
2015

",Blank Space," PNC Arena, Raleigh, NC, USA"
"
Jun
9
2015

",I Knew You Were Trouble," PNC Arena, Raleigh, NC, USA"
"
Jun
9
2015

",I Wish You Would," PNC Arena, Raleigh, NC, USA"
"
Jun
9
2015

",How You Get The Girl," PNC Arena, Raleigh, NC, USA"
"
Jun
9
2015

",I Know Places," PNC Arena, Raleigh, NC, USA"
"
Jun
9
2015

",All You Had To Do Was Stay," PNC Arena, Raleigh, NC, USA"
"
Jun
9
2015

",You Are In Love," PNC Arena, Raleigh, NC, USA"
"
Jun
9
2015

",Clean," PNC Arena, Raleigh, NC, USA"
"
Jun
9
2015

",Love Story," PNC Arena, Raleigh, NC, USA"
"
Jun
9
2015

",Style," PNC Arena, Raleigh, NC, USA"
"
Jun
9
2015

",This Love," PNC Arena, Raleigh, NC, USA"
"
Jun
9
2015

",Bad Blood," PNC Arena, Raleigh, NC, USA"
"
Jun
9
2015

",We Are Never Ever Getting Back Together," PNC Arena, Raleigh, NC, USA"
"
Jun
9
2015

",Wildest Dreams," PNC Arena, Raleigh, NC, USA"
"
Jun
9
2015

",Out Of The Woods," PNC Arena, Raleigh, NC, USA"
"
Jun
9
2015

",Shake It Off," PNC Arena, Raleigh, NC, USA"
"
Jun
8
2015

",Welcome To New York," Time Warner Cable Arena, Charlotte, NC, USA"
"
Jun
8
2015

",New Romantics," Time Warner Cable Arena, Charlotte, NC, USA"
"
Jun
8
2015

",Blank Space," Time Warner Cable Arena, Charlotte, NC, USA"
"
Jun
8
2015

",I Knew You Were Trouble," Time Warner Cable Arena, Charlotte, NC, USA"
"
Jun
8
2015

",I Wish You Would," Time Warner Cable Arena, Charlotte, NC, USA"
"
Jun
8
2015

",How You Get The Girl," Time Warner Cable Arena, Charlotte, NC, USA"
"
Jun
8
2015

",I Know Places," Time Warner Cable Arena, Charlotte, NC, USA"
"
Jun
8
2015

",All You Had To Do Was Stay," Time Warner Cable Arena, Charlotte, NC, USA"
"
Jun
8
2015

",You Are In Love," Time Warner Cable Arena, Charlotte, NC, USA"
"
Jun
8
2015

",Clean," Time Warner Cable Arena, Charlotte, NC, USA"
"
Jun
8
2015

",Love Story," Time Warner Cable Arena, Charlotte, NC, USA"
"
Jun
8
2015

",Style," Time Warner Cable Arena, Charlotte, NC, USA"
"
Jun
8
2015

",This Love," Time Warner Cable Arena, Charlotte, NC, USA"
"
Jun
8
2015

",Bad Blood," Time Warner Cable Arena, Charlotte, NC, USA"
"
Jun
8
2015

",We Are Never Ever Getting Back Together," Time Warner Cable Arena, Charlotte, NC, USA"
"
Jun
8
2015

",Wildest Dreams," Time Warner Cable Arena, Charlotte, NC, USA"
"
Jun
8
2015

",Out Of The Woods," Time Warner Cable Arena, Charlotte, NC, USA"
"
Jun
8
2015

",Shake It Off," Time Warner Cable Arena, Charlotte, NC, USA"
"
Jun
6
2015

",Welcome To New York," Heinz Field, Pittsburgh, PA, USA"
"
Jun
6
2015

",New Romantics," Heinz Field, Pittsburgh, PA, USA"
"
Jun
6
2015

",Blank Space," Heinz Field, Pittsburgh, PA, USA"
"
Jun
6
2015

",I Knew You Were Trouble," Heinz Field, Pittsburgh, PA, USA"
"
Jun
6
2015

",I Wish You Would," Heinz Field, Pittsburgh, PA, USA"
"
Jun
6
2015

",How You Get The Girl," Heinz Field, Pittsburgh, PA, USA"
"
Jun
6
2015

",I Know Places," Heinz Field, Pittsburgh, PA, USA"
"
Jun
6
2015

",All You Had To Do Was Stay," Heinz Field, Pittsburgh, PA, USA"
"
Jun
6
2015

",Pontoon," Heinz Field, Pittsburgh, PA, USA"
"
Jun
6
2015

",Wonderland," Heinz Field, Pittsburgh, PA, USA"
"
Jun
6
2015

",Clean," Heinz Field, Pittsburgh, PA, USA"
"
Jun
6
2015

",Love Story," Heinz Field, Pittsburgh, PA, USA"
"
Jun
6
2015

",Style," Heinz Field, Pittsburgh, PA, USA"
"
Jun
6
2015

",This Love," Heinz Field, Pittsburgh, PA, USA"
"
Jun
6
2015

",Bad Blood," Heinz Field, Pittsburgh, PA, USA"
"
Jun
6
2015

",We Are Never Ever Getting Back Together," Heinz Field, Pittsburgh, PA, USA"
"
Jun
6
2015

",Wildest Dreams," Heinz Field, Pittsburgh, PA, USA"
"
Jun
6
2015

",Out Of The Woods," Heinz Field, Pittsburgh, PA, USA"
"
Jun
6
2015

",Shake It Off," Heinz Field, Pittsburgh, PA, USA"
"
Jun
3
2015

",Welcome To New York," Quicken Loans Arena, Cleveland, OH, USA"
"
Jun
3
2015

",New Romantics," Quicken Loans Arena, Cleveland, OH, USA"
"
Jun
3
2015

",Blank Space," Quicken Loans Arena, Cleveland, OH, USA"
"
Jun
3
2015

",I Knew You Were Trouble," Quicken Loans Arena, Cleveland, OH, USA"
"
Jun
3
2015

",I Wish You Would," Quicken Loans Arena, Cleveland, OH, USA"
"
Jun
3
2015

",How You Get The Girl," Quicken Loans Arena, Cleveland, OH, USA"
"
Jun
3
2015

",I Know Places," Quicken Loans Arena, Cleveland, OH, USA"
"
Jun
3
2015

",All You Had To Do Was Stay," Quicken Loans Arena, Cleveland, OH, USA"
"
Jun
3
2015

",You Are In Love," Quicken Loans Arena, Cleveland, OH, USA"
"
Jun
3
2015

",Clean," Quicken Loans Arena, Cleveland, OH, USA"
"
Jun
3
2015

",Love Story," Quicken Loans Arena, Cleveland, OH, USA"
"
Jun
3
2015

",Style," Quicken Loans Arena, Cleveland, OH, USA"
"
Jun
3
2015

",This Love," Quicken Loans Arena, Cleveland, OH, USA"
"
Jun
3
2015

",Bad Blood," Quicken Loans Arena, Cleveland, OH, USA"
"
Jun
3
2015

",We Are Never Ever Getting Back Together," Quicken Loans Arena, Cleveland, OH, USA"
"
Jun
3
2015

",Wildest Dreams," Quicken Loans Arena, Cleveland, OH, USA"
"
Jun
3
2015

",Out Of The Woods," Quicken Loans Arena, Cleveland, OH, USA"
"
Jun
3
2015

",Shake It Off," Quicken Loans Arena, Cleveland, OH, USA"
"
Jun
2
2015

",Welcome To New York," KFC Yum! Center, Louisville, KY, USA"
"
Jun
2
2015

",New Romantics," KFC Yum! Center, Louisville, KY, USA"
"
Jun
2
2015

",Blank Space," KFC Yum! Center, Louisville, KY, USA"
"
Jun
2
2015

",I Knew You Were Trouble," KFC Yum! Center, Louisville, KY, USA"
"
Jun
2
2015

",I Wish You Would," KFC Yum! Center, Louisville, KY, USA"
"
Jun
2
2015

",How You Get The Girl," KFC Yum! Center, Louisville, KY, USA"
"
Jun
2
2015

",I Know Places," KFC Yum! Center, Louisville, KY, USA"
"
Jun
2
2015

",All You Had To Do Was Stay," KFC Yum! Center, Louisville, KY, USA"
"
Jun
2
2015

",You Are In Love," KFC Yum! Center, Louisville, KY, USA"
"
Jun
2
2015

",Clean," KFC Yum! Center, Louisville, KY, USA"
"
Jun
2
2015

",Love Story," KFC Yum! Center, Louisville, KY, USA"
"
Jun
2
2015

",Style," KFC Yum! Center, Louisville, KY, USA"
"
Jun
2
2015

",This Love," KFC Yum! Center, Louisville, KY, USA"
"
Jun
2
2015

",Bad Blood," KFC Yum! Center, Louisville, KY, USA"
"
Jun
2
2015

",We Are Never Ever Getting Back Together," KFC Yum! Center, Louisville, KY, USA"
"
Jun
2
2015

",Wildest Dreams," KFC Yum! Center, Louisville, KY, USA"
"
Jun
2
2015

",Out Of The Woods," KFC Yum! Center, Louisville, KY, USA"
"
Jun
2
2015

",Shake It Off," KFC Yum! Center, Louisville, KY, USA"
"
May
30
2015

",Welcome To New York," Ford Field, Detroit, MI, USA"
"
May
30
2015

",New Romantics," Ford Field, Detroit, MI, USA"
"
May
30
2015

",Blank Space," Ford Field, Detroit, MI, USA"
"
May
30
2015

",I Knew You Were Trouble," Ford Field, Detroit, MI, USA"
"
May
30
2015

",I Wish You Would," Ford Field, Detroit, MI, USA"
"
May
30
2015

",How You Get The Girl," Ford Field, Detroit, MI, USA"
"
May
30
2015

",I Know Places," Ford Field, Detroit, MI, USA"
"
May
30
2015

",All You Had To Do Was Stay," Ford Field, Detroit, MI, USA"
"
May
30
2015

",Radioactive," Ford Field, Detroit, MI, USA"
"
May
30
2015

",You Are In Love," Ford Field, Detroit, MI, USA"
"
May
30
2015

",Clean," Ford Field, Detroit, MI, USA"
"
May
30
2015

",Love Story," Ford Field, Detroit, MI, USA"
"
May
30
2015

",Style," Ford Field, Detroit, MI, USA"
"
May
30
2015

",This Love," Ford Field, Detroit, MI, USA"
"
May
30
2015

",Bad Blood," Ford Field, Detroit, MI, USA"
"
May
30
2015

",We Are Never Ever Getting Back Together," Ford Field, Detroit, MI, USA"
"
May
30
2015

",Wildest Dreams," Ford Field, Detroit, MI, USA"
"
May
30
2015

",Out Of The Woods," Ford Field, Detroit, MI, USA"
"
May
30
2015

",Shake It Off," Ford Field, Detroit, MI, USA"
"
May
24
2015

",We Are Never Ever Getting Back Together," Earlham Park, Norwich, England"
"
May
24
2015

",Blank Space," Earlham Park, Norwich, England"
"
May
24
2015

",Style," Earlham Park, Norwich, England"
"
May
24
2015

",I Knew You Were Trouble," Earlham Park, Norwich, England"
"
May
24
2015

",Love Story," Earlham Park, Norwich, England"
"
May
24
2015

",Bad Blood," Earlham Park, Norwich, England"
"
May
24
2015

",Shake It Off," Earlham Park, Norwich, England"
"
May
22
2015

",Welcome To New York," Tiger Stadium, Baton Rouge, LA, USA"
"
May
22
2015

",New Romantics," Tiger Stadium, Baton Rouge, LA, USA"
"
May
22
2015

",Blank Space," Tiger Stadium, Baton Rouge, LA, USA"
"
May
22
2015

",I Knew You Were Trouble," Tiger Stadium, Baton Rouge, LA, USA"
"
May
22
2015

",I Wish You Would," Tiger Stadium, Baton Rouge, LA, USA"
"
May
22
2015

",How You Get The Girl," Tiger Stadium, Baton Rouge, LA, USA"
"
May
22
2015

",I Know Places," Tiger Stadium, Baton Rouge, LA, USA"
"
May
22
2015

",All You Had To Do Was Stay," Tiger Stadium, Baton Rouge, LA, USA"
"
May
22
2015

",You Are In Love," Tiger Stadium, Baton Rouge, LA, USA"
"
May
22
2015

",Clean," Tiger Stadium, Baton Rouge, LA, USA"
"
May
22
2015

",Love Story," Tiger Stadium, Baton Rouge, LA, USA"
"
May
22
2015

",Style," Tiger Stadium, Baton Rouge, LA, USA"
"
May
22
2015

",This Love," Tiger Stadium, Baton Rouge, LA, USA"
"
May
22
2015

",Bad Blood," Tiger Stadium, Baton Rouge, LA, USA"
"
May
22
2015

",We Are Never Ever Getting Back Together," Tiger Stadium, Baton Rouge, LA, USA"
"
May
22
2015

",Wildest Dreams," Tiger Stadium, Baton Rouge, LA, USA"
"
May
22
2015

",Out Of The Woods," Tiger Stadium, Baton Rouge, LA, USA"
"
May
22
2015

",Shake It Off," Tiger Stadium, Baton Rouge, LA, USA"
"
May
20
2015

",Welcome To New York," CenturyLink Center, Bossier City, LA, USA"
"
May
20
2015

",New Romantics," CenturyLink Center, Bossier City, LA, USA"
"
May
20
2015

",Blank Space," CenturyLink Center, Bossier City, LA, USA"
"
May
20
2015

",I Knew You Were Trouble," CenturyLink Center, Bossier City, LA, USA"
"
May
20
2015

",I Wish You Would," CenturyLink Center, Bossier City, LA, USA"
"
May
20
2015

",How You Get The Girl," CenturyLink Center, Bossier City, LA, USA"
"
May
20
2015

",I Know Places," CenturyLink Center, Bossier City, LA, USA"
"
May
20
2015

",All You Had To Do Was Stay," CenturyLink Center, Bossier City, LA, USA"
"
May
20
2015

",Wonderland," CenturyLink Center, Bossier City, LA, USA"
"
May
20
2015

",Clean," CenturyLink Center, Bossier City, LA, USA"
"
May
20
2015

",Love Story," CenturyLink Center, Bossier City, LA, USA"
"
May
20
2015

",Style," CenturyLink Center, Bossier City, LA, USA"
"
May
20
2015

",This Love," CenturyLink Center, Bossier City, LA, USA"
"
May
20
2015

",Bad Blood," CenturyLink Center, Bossier City, LA, USA"
"
May
20
2015

",We Are Never Ever Getting Back Together," CenturyLink Center, Bossier City, LA, USA"
"
May
20
2015

",Wildest Dreams," CenturyLink Center, Bossier City, LA, USA"
"
May
20
2015

",Out Of The Woods," CenturyLink Center, Bossier City, LA, USA"
"
May
20
2015

",Shake It Off," CenturyLink Center, Bossier City, LA, USA"
"
May
15
2015

",Welcome To New York," MGM Festival Grounds, Las Vegas, NV, USA"
"
May
15
2015

",New Romantics," MGM Festival Grounds, Las Vegas, NV, USA"
"
May
15
2015

",Blank Space," MGM Festival Grounds, Las Vegas, NV, USA"
"
May
15
2015

",I Knew You Were Trouble," MGM Festival Grounds, Las Vegas, NV, USA"
"
May
15
2015

",I Wish You Would," MGM Festival Grounds, Las Vegas, NV, USA"
"
May
15
2015

",How You Get The Girl," MGM Festival Grounds, Las Vegas, NV, USA"
"
May
15
2015

",I Know Places," MGM Festival Grounds, Las Vegas, NV, USA"
"
May
15
2015

",Tenerife Sea," MGM Festival Grounds, Las Vegas, NV, USA"
"
May
15
2015

",Wonderland," MGM Festival Grounds, Las Vegas, NV, USA"
"
May
15
2015

",Clean," MGM Festival Grounds, Las Vegas, NV, USA"
"
May
15
2015

",Love Story," MGM Festival Grounds, Las Vegas, NV, USA"
"
May
15
2015

",Style," MGM Festival Grounds, Las Vegas, NV, USA"
"
May
15
2015

",This Love," MGM Festival Grounds, Las Vegas, NV, USA"
"
May
15
2015

",Bad Blood," MGM Festival Grounds, Las Vegas, NV, USA"
"
May
15
2015

",We Are Never Ever Getting Back Together," MGM Festival Grounds, Las Vegas, NV, USA"
"
May
15
2015

",Wildest Dreams," MGM Festival Grounds, Las Vegas, NV, USA"
"
May
15
2015

",Out Of The Woods," MGM Festival Grounds, Las Vegas, NV, USA"
"
May
15
2015

",Shake It Off," MGM Festival Grounds, Las Vegas, NV, USA"
"
May
6
2015

",Welcome To New York," Tokyo Dome, Tokyo, Japan"
"
May
6
2015

",New Romantics," Tokyo Dome, Tokyo, Japan"
"
May
6
2015

",Blank Space," Tokyo Dome, Tokyo, Japan"
"
May
6
2015

",I Knew You Were Trouble," Tokyo Dome, Tokyo, Japan"
"
May
6
2015

",I Wish You Would," Tokyo Dome, Tokyo, Japan"
"
May
6
2015

",How You Get The Girl," Tokyo Dome, Tokyo, Japan"
"
May
6
2015

",I Know Places," Tokyo Dome, Tokyo, Japan"
"
May
6
2015

",All You Had To Do Was Stay," Tokyo Dome, Tokyo, Japan"
"
May
6
2015

",You Are In Love," Tokyo Dome, Tokyo, Japan"
"
May
6
2015

",Clean," Tokyo Dome, Tokyo, Japan"
"
May
6
2015

",Love Story," Tokyo Dome, Tokyo, Japan"
"
May
6
2015

",Style," Tokyo Dome, Tokyo, Japan"
"
May
6
2015

",This Love," Tokyo Dome, Tokyo, Japan"
"
May
6
2015

",Bad Blood," Tokyo Dome, Tokyo, Japan"
"
May
6
2015

",We Are Never Ever Getting Back Together," Tokyo Dome, Tokyo, Japan"
"
May
6
2015

",Enchanted / Wildest Dreams," Tokyo Dome, Tokyo, Japan"
"
May
6
2015

",Out Of The Woods," Tokyo Dome, Tokyo, Japan"
"
May
6
2015

",Shake It Off," Tokyo Dome, Tokyo, Japan"
"
May
5
2015

",Welcome To New York," Tokyo Dome, Tokyo, Japan"
"
May
5
2015

",New Romantics," Tokyo Dome, Tokyo, Japan"
"
May
5
2015

",Blank Space," Tokyo Dome, Tokyo, Japan"
"
May
5
2015

",I Knew You Were Trouble," Tokyo Dome, Tokyo, Japan"
"
May
5
2015

",I Wish You Would," Tokyo Dome, Tokyo, Japan"
"
May
5
2015

",How You Get The Girl," Tokyo Dome, Tokyo, Japan"
"
May
5
2015

",I Know Places," Tokyo Dome, Tokyo, Japan"
"
May
5
2015

",All You Had To Do Was Stay," Tokyo Dome, Tokyo, Japan"
"
May
5
2015

",You Are In Love," Tokyo Dome, Tokyo, Japan"
"
May
5
2015

",Clean," Tokyo Dome, Tokyo, Japan"
"
May
5
2015

",Love Story," Tokyo Dome, Tokyo, Japan"
"
May
5
2015

",Style," Tokyo Dome, Tokyo, Japan"
"
May
5
2015

",This Love," Tokyo Dome, Tokyo, Japan"
"
May
5
2015

",Bad Blood," Tokyo Dome, Tokyo, Japan"
"
May
5
2015

",We Are Never Ever Getting Back Together," Tokyo Dome, Tokyo, Japan"
"
May
5
2015

",Enchanted / Wildest Dreams," Tokyo Dome, Tokyo, Japan"
"
May
5
2015

",Out Of The Woods," Tokyo Dome, Tokyo, Japan"
"
May
5
2015

",Shake It Off," Tokyo Dome, Tokyo, Japan"
"
Feb
25
2015

",Blank Space," The O2 Arena, London, England"
"
Feb
16
2015

",I Saw Her Standing There," The Plaza Hotel Grand Ballroom, New York, NY, USA"
"
Feb
16
2015

",Shake It Off," The Plaza Hotel Grand Ballroom, New York, NY, USA"
"
Feb
14
2015

",Wildest Dreams," Taylor Swift's Apartment, New York, NY, USA"
"
Dec
31
2014

",Welcome To New York," Times Square, New York, NY, USA"
"
Dec
31
2014

",Shake It Off," Times Square, New York, NY, USA"
"
Dec
12
2014

",Welcome To New York," Madison Square Garden, New York, NY, USA"
"
Dec
12
2014

",We Are Never Ever Getting Back Together," Madison Square Garden, New York, NY, USA"
"
Dec
12
2014

",Blank Space," Madison Square Garden, New York, NY, USA"
"
Dec
12
2014

",I Knew You Were Trouble," Madison Square Garden, New York, NY, USA"
"
Dec
12
2014

",Shake It Off," Madison Square Garden, New York, NY, USA"
"
Dec
7
2014

",We Are Never Ever Getting Back Together," The O2 Arena, London, England"
"
Dec
7
2014

",Blank Space," The O2 Arena, London, England"
"
Dec
7
2014

",I Knew You Were Trouble," The O2 Arena, London, England"
"
Dec
7
2014

",Love Story," The O2 Arena, London, England"
"
Dec
7
2014

",Shake It Off," The O2 Arena, London, England"
"
Dec
5
2014

",We Are Never Ever Getting Back Together," Staples Center, Los Angeles, CA, USA"
"
Dec
5
2014

",Blank Space," Staples Center, Los Angeles, CA, USA"
"
Dec
5
2014

",I Knew You Were Trouble," Staples Center, Los Angeles, CA, USA"
"
Dec
5
2014

",Love Story," Staples Center, Los Angeles, CA, USA"
"
Dec
5
2014

",Shake It Off," Staples Center, Los Angeles, CA, USA"
"
Dec
2
2014

",Blank Space," Earls Court, London, England"
"
Dec
2
2014

",Style," Earls Court, London, England"
"
Nov
25
2014

",Blank Space," The Voice, Universal City, CA, USA"
"
Nov
23
2014

",Blank Space," NOKIA Theatre L.A. LIVE, Los Angeles, CA, USA"
"
Nov
7
2014

",We Are Never Ever Getting Back Together," SONGS, Tokyo, Japan"
"
Nov
7
2014

",Blank Space," SONGS, Tokyo, Japan"
"
Nov
7
2014

",Shake It Off," SONGS, Tokyo, Japan"
"
Nov
6
2014

",Shake It Off," Nihon TV, Tokyo, Japan"
"
Nov
5
2014

",Shake It Off," Fuji Television, Tokyo, Japan"
"
Oct
30
2014

",Welcome To New York," Good Morning America, New York, NY, USA"
"
Oct
30
2014

",Out Of The Woods," Good Morning America, New York, NY, USA"
"
Oct
30
2014

",Shake It Off," Good Morning America, New York, NY, USA"
"
Oct
28
2014

",Welcome To New York," Late Show With David Letterman, New York, NY, USA"
"
Oct
28
2014

",Shake It Off," Ed Sullivan Theater, New York, NY, USA"
"
Oct
28
2014

",Welcome To New York," Ed Sullivan Theater, New York, NY, USA"
"
Oct
27
2014

",Welcome To New York," 1 Hudson Square Rooftop, New York, NY, USA"
"
Oct
27
2014

",Out Of The Woods," 1 Hudson Square Rooftop, New York, NY, USA"
"
Oct
27
2014

",Style," 1 Hudson Square Rooftop, New York, NY, USA"
"
Oct
27
2014

",Blank Space," 1 Hudson Square Rooftop, New York, NY, USA"
"
Oct
27
2014

",Shake It Off," 1 Hudson Square Rooftop, New York, NY, USA"
"
Oct
24
2014

",We Are Never Ever Getting Back Together," Hollywood Bowl, Los Angeles, CA, USA"
"
Oct
24
2014

",Out Of The Woods," Hollywood Bowl, Los Angeles, CA, USA"
"
Oct
24
2014

",I Knew You Were Trouble," Hollywood Bowl, Los Angeles, CA, USA"
"
Oct
24
2014

",Shake It Off," Hollywood Bowl, Los Angeles, CA, USA"
"
Oct
23
2014

",We Are Never Ever Getting Back Together," Hollywood Blvd, Los Angeles, CA, USA"
"
Oct
23
2014

",Shake It Off," Hollywood Blvd, Los Angeles, CA, USA"
"
Oct
23
2014

",Out Of The Woods," Hollywood Blvd, Los Angeles, CA, USA"
"
Oct
23
2014

",Shake It Off," Jimmy Kimmel Live, Los Angeles, CA, USA"
"
Oct
23
2014

",Out Of The Woods," Jimmy Kimmel Live, Los Angeles, CA, USA"
"
Oct
23
2014

",I Knew You Were Trouble," Jimmy Kimmel Live, Los Angeles, CA, USA"
"
Oct
23
2014

",We Are Never Ever Getting Back Together," Jimmy Kimmel Live, Los Angeles, CA, USA"
"
Oct
22
2014

",Shake It Off," The Ellen DeGeneres Show, Burbank, CA, USA"
"
Oct
22
2014

",Out Of The Woods," The Ellen DeGeneres Show, Burbank, CA, USA"
"
Oct
22
2014

",Out Of The Woods," The Ellen DeGeneres Show, Burbank, CA, USA"
"
Oct
20
2014

",Shake It Off," X Factor Australia, Sydney, Australia"
"
Oct
19
2014

",Love Story," The SSE Arena, Wembley, London, England"
"
Oct
12
2014

",Shake It Off," The X Factor, London, England"
"
Oct
10
2014

",Shake It Off," Alan Carr: Chatty Man, London, England"
"
Oct
9
2014

",Shake It Off," BBC Radio 1's Live Lounge, London, England"
"
Oct
9
2014

",Love Story," BBC Radio 1's Live Lounge, London, England"
"
Oct
9
2014

",Riptide," BBC Radio 1's Live Lounge, London, England"
"
Oct
7
2014

",Shake It Off," C à vous, Paris, France"
"
Oct
6
2014

",Shake It Off," Le Grand Journal, Paris, France"
"
Sep
19
2014

",We Are Never Ever Getting Back Together," MGM Grand Garden Arena, Las Vegas, NV, USA"
"
Sep
19
2014

",22," MGM Grand Garden Arena, Las Vegas, NV, USA"
"
Sep
19
2014

",I Knew You Were Trouble," MGM Grand Garden Arena, Las Vegas, NV, USA"
"
Sep
19
2014

",Love Story," MGM Grand Garden Arena, Las Vegas, NV, USA"
"
Sep
19
2014

",Shake It Off," MGM Grand Garden Arena, Las Vegas, NV, USA"
"
Sep
18
2014

",We Are Never Ever Getting Back Together," MGM Grand Garden Arena, Las Vegas, NV, USA"
"
Sep
18
2014

",22," MGM Grand Garden Arena, Las Vegas, NV, USA"
"
Sep
18
2014

",I Knew You Were Trouble," MGM Grand Garden Arena, Las Vegas, NV, USA"
"
Sep
18
2014

",Love Story," MGM Grand Garden Arena, Las Vegas, NV, USA"
"
Sep
18
2014

",Shake It Off," MGM Grand Garden Arena, Las Vegas, NV, USA"
"
Sep
10
2014

",We Are Never Ever Getting Back Together," Target Center, Minneapolis, MN, USA"
"
Sep
10
2014

",I Knew You Were Trouble," Target Center, Minneapolis, MN, USA"
"
Sep
10
2014

",Shake It Off," Target Center, Minneapolis, MN, USA"
"
Sep
4
2014

",Shake It Off," Schuppen 52, Hamburg, Germany"
"
Aug
24
2014

",Shake It Off," The Forum, Inglewood, CA, USA"
"
Aug
3
2014

",We Are Never Ever Getting Back Together," Boston Children's Hospital, Boston, MA, USA"
"
Aug
3
2014

",Someone Like You," Boston Children's Hospital, Boston, MA, USA"
"
Jun
12
2014

",State Of Grace," Singapore Indoor Stadium, Singapore, Singapore"
"
Jun
12
2014

",Holy Ground," Singapore Indoor Stadium, Singapore, Singapore"
"
Jun
12
2014

",Red," Singapore Indoor Stadium, Singapore, Singapore"
